iter	Passed	Remaining
3211	634970	353464
3212	635152	353257
3213	635321	353044
3214	635510	352842
3215	635693	352635
3216	635941	352466
3217	636177	352289
3218	636361	352084
3219	636529	351870
3220	636703	351659
3221	636872	351445
3222	637038	351230
3223	637303	351070
3224	637492	350867
3225	637670	350659
3226	637818	350434
3227	637984	350219
3228	638125	349990
3229	638385	349827
3230	638537	349604
3231	638698	349386
3232	638881	349181
3233	639040	348962
3234	639217	348753
3235	639517	348612
3236	639743	348430
3237	639921	348221
3238	640101	348014
3239	640270	347801
3240	640430	347583
3241	640591	347365
3242	640915	347236
3243	641093	347028
3244	641257	346812
3245	641456	346615
3246	641620	346400
3247	641843	346216
3248	642051	346023
3249	642225	345813
3250	642428	345618
3251	642600	345407
3252	642790	345205
3253	643090	345063
3254	643271	344856
3255	643464	344656
3256	643614	344433
3257	643780	344219
3258	643952	344007
3259	644189	343830
3260	644438	343660
3261	644649	343470
3262	644807	343251
3263	644968	343034
3264	645141	342823
3265	645389	342653
3266	645580	342452
3267	645762	342246
3268	645956	342046
3269	646103	341822
3270	646266	341606
3271	646604	341483
3272	646785	341276
3273	646909	341040
3274	647070	340823
3275	647252	340617
3276	647436	340412
3277	647697	340248
3278	647945	340077
3279	648110	339863
3280	648270	339645
3281	648470	339449
3282	648663	339249
3283	648936	339091
3284	649124	338888
3285	649295	338677
3286	649481	338473
3287	649662	338266
3288	649846	338062
3289	650163	337926
3290	650344	337720
3291	650533	337518
3292	650691	337300
3293	650842	337078
3294	651008	336864
3295	651246	336688
3296	651480	336509
3297	651624	336283
3298	651827	336089
3299	651998	335877
3300	652154	335659
3301	652334	335452
3302	652639	335309
3303	652801	335094
3304	652972	334883
3305	653162	334681
3306	653411	334510
3307	653640	334329
3308	653954	334190
3309	654150	333992
3310	654357	333799
3311	654523	333585
3312	654696	333375
3313	654986	333224
3314	655141	333005
3315	655323	332800
3316	655512	332597
3317	655668	332379
3318	655862	332180
3319	656131	332018
3320	656297	331804
3321	656469	331594
3322	656640	331383
3323	656823	331178
3324	656997	330968
3325	657147	330746
3326	657394	330574
3327	657556	330358
3328	657731	330149
3329	657892	329934
3330	658029	329706
3331	658193	329491
3332	658540	329368
3333	658760	329182
3334	658936	328974
3335	659126	328772
3336	659298	328562
3337	659471	328352
3338	659736	328188
3339	659933	327990
3340	660094	327775
3341	660248	327555
3342	660445	327358
3343	660603	327141
3344	660854	326969
3345	661061	326777
3346	661253	326576
3347	661432	326369
3348	661589	326152
3349	661767	325945
3350	662040	325784
3351	662278	325607
3352	662468	325405
3353	662625	325188
3354	662778	324968
3355	662939	324753
3356	663112	324543
3357	663374	324377
3358	663534	324161
3359	663689	323943
3360	663844	323725
3361	664011	323513
3362	664201	323312
3363	664446	323137
3364	664673	322954
3365	664842	322742
3366	665016	322533
3367	665179	322319
3368	665364	322116
3369	665649	321961
3370	665894	321786
3371	666063	321575
3372	666237	321366
3373	666423	321162
3374	666582	320947
3375	666747	320733
3376	666995	320560
3377	667168	320351
3378	667350	320146
3379	667518	319935
3380	667692	319726
3381	667857	319512
3382	668111	319342
3383	668273	319128
3384	668454	318922
3385	668627	318713
3386	668796	318502
3387	668967	318292
3388	669107	318068
3389	669454	317941
3390	669631	317734
3391	669796	317521
3392	669958	317307
3393	670112	317088
3394	670273	316874
3395	670536	316708
3396	670710	316499
3397	670869	316283
3398	671032	316070
3399	671210	315863
3400	671414	315669
3401	671538	315437
3402	671797	315268
3403	671979	315064
3404	672153	314856
3405	672359	314662
3406	672509	314443
3407	672680	314233
3408	673012	314098
3409	673188	313891
3410	673379	313691
3411	673573	313492
3412	673724	313273
3413	673883	313057
3414	674120	312878
3415	674280	312663
3416	674475	312465
3417	674645	312255
3418	674809	312042
3419	674984	311835
3420	675208	311649
3421	675444	311470
3422	675619	311262
3423	675796	311055
3424	675953	310840
3425	676108	310623
3426	676267	310407
3427	676597	310271
3428	676747	310052
3429	676910	309839
3430	677090	309634
3431	677251	309420
3432	677439	309218
3433	677693	309046
3434	677858	308834
3435	678010	308617
3436	678185	308409
3437	678398	308219
3438	678544	307999
3439	678706	307785
3440	679012	307637
3441	679183	307428
3442	679392	307235
3443	679547	307019
3444	679733	306817
3445	680022	306661
3446	680241	306473
3447	680430	306272
3448	680610	306067
3449	680777	305856
3450	680941	305644
3451	681094	305427
3452	681351	305256
3453	681513	305043
3454	681679	304832
3455	681842	304619
3456	682022	304414
3457	682205	304210
3458	682470	304043
3459	682628	303828
3460	682785	303613
3461	682961	303406
3462	683095	303181
3463	683232	302957
3464	683421	302756
3465	683705	302597
3466	683885	302393
3467	684041	302177
3468	684192	301960
3469	684374	301755
3470	684523	301537
3471	684657	301312
3472	684917	301142
3473	685075	300928
3474	685234	300714
3475	685433	300517
3476	685606	300310
3477	685759	300093
3478	685913	299877
3479	686172	299707
3480	686333	299494
3481	686496	299282
3482	686668	299074
3483	686836	298864
3484	686985	298646
3485	687347	298520
3486	687537	298320
3487	687690	298104
3488	687923	297922
3489	688106	297719
3490	688300	297520
3491	688565	297352
3492	688788	297166
3493	688966	296961
3494	689135	296752
3495	689345	296560
3496	689515	296351
3497	689801	296192
3498	689985	295989
3499	690147	295777
3500	690291	295557
3501	690467	295351
3502	690635	295141
3503	690937	294989
3504	691169	294806
3505	691367	294609
3506	691560	294411
3507	691722	294199
3508	691899	293993
3509	692164	293824
3510	692348	293621
3511	692523	293415
3512	692684	293202
3513	692861	292997
3514	693037	292791
3515	693289	292616
3516	693494	292423
3517	693668	292216
3518	693816	291998
3519	693963	291780
3520	694122	291566
3521	694297	291360
3522	694613	291213
3523	694796	291010
3524	694958	290798
3525	695118	290585
3526	695326	290393
3527	695515	290192
3528	695827	290042
3529	696000	289835
3530	696167	289626
3531	696355	289425
3532	696542	289223
3533	696719	289018
3534	696975	288845
3535	697135	288633
3536	697274	288411
3537	697443	288203
3538	697609	287992
3539	697786	287787
3540	697917	287563
3541	698235	287415
3542	698431	287218
3543	698598	287008
3544	698764	286799
3545	698923	286586
3546	699102	286381
3547	699356	286207
3548	699522	285997
3549	699693	285790
3550	699876	285587
3551	700023	285369
3552	700206	285167
3553	700496	285007
3554	700673	284802
3555	700825	284587
3556	701013	284386
3557	701183	284178
3558	701378	283980
3559	701683	283827
3560	701920	283645
3561	702093	283439
3562	702282	283238
3563	702481	283042
3564	702659	282837
3565	702916	282664
3566	703107	282465
3567	703315	282272
3568	703486	282064
3569	703678	281865
3570	703864	281664
3571	704137	281497
3572	704314	281292
3573	704468	281077
3574	704635	280868
3575	704815	280664
3576	704994	280460
3577	705316	280312
3578	705484	280104
3579	705655	279896
3580	705863	279704
3581	706041	279499
3582	706217	279293
3583	706501	279131
3584	706696	278933
3585	706861	278723
3586	707059	278526
3587	707192	278304
3588	707384	278105
3589	707668	277942
3590	707849	277738
3591	708025	277533
3592	708190	277323
3593	708376	277122
3594	708556	276918
3595	708809	276743
3596	709080	276574
3597	709252	276367
3598	709455	276173
3599	709627	275966
3600	709777	275750
3601	709939	275540
3602	710262	275391
3603	710460	275195
3604	710642	274991
3605	710828	274790
3606	710998	274582
3607	711260	274410
3608	711430	274203
3609	711592	273992
3610	711760	273784
3611	711923	273574
3612	712103	273370
3613	712359	273196
3614	712638	273030
3615	712849	272838
3616	713025	272633
3617	713181	272420
3618	713382	272224
3619	713666	272060
3620	713866	271864
3621	714035	271656
3622	714210	271451
3623	714414	271256
3624	714608	271058
3625	714857	270880
3626	715072	270690
3627	715266	270492
3628	715458	270293
3629	715628	270085
3630	715776	269870
3631	716099	269720
3632	716299	269524
3633	716488	269323
3634	716654	269115
3635	716828	268909
3636	717011	268706
3637	717305	268546
3638	717488	268343
3639	717669	268140
3640	717859	267940
3641	718015	267727
3642	718187	267521
3643	718480	267360
3644	718665	267158
3645	718839	266952
3646	718995	266740
3647	719143	266524
3648	719344	266329
3649	719626	266163
3650	719892	265991
3651	720071	265787
3652	720246	265582
3653	720443	265384
3654	720609	265176
3655	720817	264983
3656	721032	264792
3657	721204	264586
3658	721398	264387
3659	721562	264178
3660	721762	263982
3661	721991	263796
3662	722274	263631
3663	722476	263435
3664	722640	263226
3665	722799	263015
3666	722943	262798
3667	723228	262633
3668	723477	262455
3669	723673	262257
3670	723844	262051
3671	724007	261841
3672	724192	261639
3673	724433	261458
3674	724690	261283
3675	724850	261072
3676	725015	260863
3677	725196	260660
3678	725373	260456
3679	725526	260243
3680	725835	260085
3681	726001	259877
3682	726161	259667
3683	726340	259463
3684	726505	259255
3685	726667	259045
3686	726926	258870
3687	727095	258662
3688	727262	258455
3689	727406	258239
3690	727571	258030
3691	727728	257819
3692	727909	257616
3693	728171	257442
3694	728429	257266
3695	728599	257060
3696	728783	256858
3697	728962	256654
3698	729128	256446
3699	729485	256305
3700	729679	256107
3701	729851	255901
3702	730033	255699
3703	730214	255496
3704	730400	255295
3705	730697	255132
3706	730850	254920
3707	731021	254713
3708	731212	254514
3709	731393	254312
3710	731561	254104
3711	731854	253940
3712	732037	253738
3713	732182	253523
3714	732372	253323
3715	732548	253119
3716	732731	252917
3717	733028	252754
3718	733216	252554
3719	733414	252357
3720	733606	252158
3721	733774	251951
3722	733944	251745
3723	734207	251570
3724	734433	251383
3725	734615	251180
3726	734800	250979
3727	734967	250772
3728	735148	250569
3729	735450	250408
3730	735621	250201
3731	735785	249993
3732	735950	249785
3733	736147	249588
3734	736347	249391
3735	736661	249234
3736	736818	249023
3737	736990	248817
3738	737148	248607
3739	737336	248407
3740	737529	248209
3741	737676	247994
3742	737944	247821
3743	738106	247612
3744	738269	247403
3745	738451	247202
3746	738614	246993
3747	738793	246790
3748	739069	246619
3749	739232	246410
3750	739418	246209
3751	739592	246005
3752	739751	245795
3753	739939	245595
3754	740220	245426
3755	740443	245237
3756	740621	245034
3757	740806	244832
3758	740970	244624
3759	741134	244416
3760	741464	244263
3761	741673	244070
3762	741863	243870
3763	742067	243675
3764	742271	243480
3765	742456	243279
3766	742778	243123
3767	742961	242921
3768	743128	242714
3769	743338	242521
3770	743549	242329
3771	743692	242113
3772	743993	241950
3773	744169	241746
3774	744381	241554
3775	744580	241357
3776	744754	241152
3777	744920	240945
3778	745183	240769
3779	745388	240575
3780	745541	240363
3781	745705	240155
3782	745893	239955
3783	746074	239753
3784	746423	239604
3785	746624	239408
3786	746804	239206
3787	746976	239000
3788	747146	238794
3789	747346	238598
3790	747635	238430
3791	747794	238221
3792	747956	238012
3793	748087	237794
3794	748220	237577
3795	748401	237374
3796	748581	237172
3797	748887	237009
3798	749072	236808
3799	749287	236617
3800	749463	236413
3801	749626	236205
3802	749790	235997
3803	750103	235837
3804	750307	235641
3805	750474	235435
3806	750663	235235
3807	750827	235027
3808	751008	234825
3809	751261	234646
3810	751486	234457
3811	751641	234247
3812	751824	234045
3813	751985	233837
3814	752167	233635
3815	752337	233429
3816	752582	233247
3817	752757	233043
3818	752925	232836
3819	753090	232630
3820	753273	232428
3821	753429	232218
3822	753751	232060
3823	753985	231874
3824	754150	231667
3825	754341	231468
3826	754508	231261
3827	754685	231058
3828	754933	230876
3829	755123	230677
3830	755310	230477
3831	755477	230270
3832	755639	230062
3833	755807	229856
3834	756118	229694
3835	756345	229506
3836	756524	229303
3837	756701	229100
3838	756886	228899
3839	757103	228708
3840	757386	228537
3841	757599	228344
3842	757770	228139
3843	757922	227928
3844	758107	227727
3845	758283	227524
3846	758551	227348
3847	758732	227146
3848	758908	226942
3849	759064	226733
3850	759262	226536
3851	759434	226332
3852	759735	226165
3853	759952	225974
3854	760144	225775
3855	760390	225593
3856	760571	225390
3857	760737	225184
3858	761036	225017
3859	761209	224813
3860	761386	224610
3861	761564	224407
3862	761755	224208
3863	761935	224005
3864	762192	223826
3865	762371	223623
3866	762546	223420
3867	762713	223213
3868	762862	223002
3869	763032	222797
3870	763173	222584
3871	763537	222435
3872	763712	222231
3873	763886	222028
3874	764064	221825
3875	764247	221623
3876	764448	221427
3877	764724	221253
3878	764900	221050
3879	765126	220861
3880	765372	220677
3881	765596	220488
3882	765973	220343
3883	766183	220149
3884	766454	219973
3885	766673	219782
3886	766845	219577
3887	767093	219395
3888	767321	219206
3889	767576	219025
3890	767778	218829
3891	768028	218647
3892	768432	218508
3893	768800	218359
3894	769064	218181
3895	769353	218009
3896	769584	217821
3897	769955	217673
3898	770121	217466
3899	770318	217269
3900	770589	217092
3901	770828	216906
3902	771166	216748
3903	771378	216554
3904	771592	216362
3905	771865	216185
3906	772130	216006
3907	772483	215852
3908	772766	215678
3909	772934	215472
3910	773120	215271
3911	773385	215092
3912	773748	214941
3913	773920	214736
3914	774088	214530
3915	774291	214334
3916	774465	214129
3917	774633	213923
3918	774928	213752
3919	775113	213551
3920	775302	213351
3921	775499	213153
3922	775670	212948
3923	775847	212745
3924	776254	212604
3925	776498	212419
3926	776722	212229
3927	776917	212030
3928	777256	211871
3929	777534	211695
3930	777708	211490
3931	777926	211298
3932	778091	211091
3933	778308	210899
3934	778593	210724
3935	778824	210535
3936	779014	210335
3937	779191	210132
3938	779425	209944
3939	779604	209741
3940	780025	209603
3941	780404	209454
3942	780610	209258
3943	780815	209062
3944	781107	208889
3945	781368	208708
3946	781554	208506
3947	781819	208326
3948	782022	208129
3949	782332	207961
3950	782518	207760
3951	782709	207560
3952	782895	207359
3953	783070	207155
3954	783211	206942
3955	783593	206792
3956	783768	206588
3957	783959	206388
3958	784124	206181
3959	784334	205986
3960	784502	205780
3961	784778	205603
3962	784965	205402
3963	785124	205194
3964	785498	205041
3965	785664	204835
3966	786010	204675
3967	786305	204502
3968	786533	204312
3969	786707	204108
3970	786888	203905
3971	787168	203728
3972	787457	203553
3973	787650	203354
3974	787833	203151
3975	788041	202956
3976	788320	202778
3977	788643	202612
3978	788860	202419
3979	789042	202216
3980	789311	202036
3981	789661	201877
3982	789936	201698
3983	790118	201496
3984	790340	201303
3985	790504	201096
3986	790706	200899
3987	791035	200734
3988	791252	200540
3989	791451	200342
3990	791697	200156
3991	791900	199958
3992	792306	199812
3993	792521	199618
3994	792800	199440
3995	792986	199238
3996	793174	199037
3997	793518	198875
3998	793776	198692
3999	793989	198497
4000	794204	198303
4001	794400	198103
4002	794713	197933
4003	794936	197741
4004	795128	197541
4005	795339	197345
4006	795526	197144
4007	795744	196950
4008	796097	196790
4009	796319	196597
4010	796490	196392
4011	796716	196200
4012	796898	195997
4013	797053	195788
4014	797330	195609
4015	797485	195399
4016	797677	195199
4017	797891	195004
4018	798089	194806
4019	798367	194626
4020	798609	194438
4021	798809	194240
4022	799040	194049
4023	799214	193845
4024	799414	193647
4025	799792	193491
4026	799991	193293
4027	800156	193086
4028	800377	192893
4029	800589	192697
4030	800763	192493
4031	801047	192314
4032	801287	192126
4033	801495	191929
4034	801702	191733
4035	801894	191532
4036	802248	191371
4037	802442	191171
4038	802627	190969
4039	802815	190767
4040	803011	190568
4041	803177	190362
4042	803487	190189
4043	803677	189989
4044	803891	189793
4045	804080	189592
4046	804249	189387
4047	804413	189180
4048	804694	189000
4049	804860	188794
4050	805029	188588
4051	805232	188391
4052	805412	188187
4053	805602	187987
4054	805949	187823
4055	806142	187622
4056	806346	187425
4057	806533	187223
4058	806698	187017
4059	806901	186819
4060	807214	186647
4061	807402	186445
4062	807587	186243
4063	807749	186036
4064	807957	185840
4065	808141	185637
4066	808422	185458
4067	808609	185256
4068	808794	185054
4069	809006	184858
4070	809210	184661
4071	809380	184455
4072	809717	184288
4073	809915	184089
4074	810118	183892
4075	810326	183695
4076	810549	183501
4077	810740	183301
4078	811029	183122
4079	811194	182916
4080	811387	182716
4081	811605	182521
4082	811772	182315
4083	811918	182105
4084	812244	181934
4085	812423	181731
4086	812590	181525
4087	812798	181328
4088	812984	181127
4089	813149	180920
4090	813440	180742
4091	813621	180539
4092	813812	180339
4093	814030	180144
4094	814233	179946
4095	814392	179739
4096	814614	179545
4097	814795	179342
4098	814938	179131
4099	815114	178927
4100	815335	178733
4101	815518	178531
4102	815792	178348
4103	816020	178156
4104	816213	177956
4105	816421	177759
4106	816602	177556
4107	816769	177351
4108	817058	177171
4109	817249	176971
4110	817423	176767
4111	817596	176562
4112	817788	176362
4113	817945	176154
4114	818216	175971
4115	818454	175780
4116	818629	175576
4117	818839	175380
4118	819025	175178
4119	819205	174975
4120	819491	174795
4121	819729	174605
4122	819911	174402
4123	820125	174207
4124	820287	174000
4125	820421	173787
4126	820718	173609
4127	820897	173406
4128	821074	173203
4129	821257	173001
4130	821457	172802
4131	821621	172596
4132	821961	172426
4133	822148	172225
4134	822311	172019
4135	822486	171815
4136	822674	171614
4137	822869	171414
4138	823151	171233
4139	823309	171025
4140	823479	170820
4141	823648	170615
4142	823830	170413
4143	823986	170205
4144	824184	170006
4145	824514	169834
4146	824685	169630
4147	824877	169429
4148	825086	169233
4149	825265	169030
4150	825444	168827
4151	825709	168642
4152	825877	168436
4153	826053	168233
4154	826266	168037
4155	826448	167834
4156	826631	167632
4157	826860	167440
4158	827050	167239
4159	827225	167035
4160	827406	166833
4161	827587	166631
4162	827789	166432
4163	828142	166264
4164	828310	166059
4165	828476	165854
4166	828688	165658
4167	828890	165459
4168	829069	165257
4169	829337	165071
4170	829494	164864
4171	829683	164663
4172	829854	164459
4173	830040	164258
4174	830219	164055
4175	830570	163886
4176	830793	163692
4177	830977	163490
4178	831193	163295
4179	831370	163091
4180	831534	162886
4181	831800	162700
4182	831974	162496
4183	832137	162290
4184	832327	162089
4185	832519	161889
4186	832687	161684
4187	832979	161504
4188	833155	161300
4189	833315	161094
4190	833518	160896
4191	833707	160695
4192	833885	160492
4193	834197	160315
4194	834399	160117
4195	834567	159912
4196	834751	159710
4197	834930	159507
4198	835113	159305
4199	835353	159114
4200	835610	158927
4201	835759	158718
4202	835924	158513
4203	836092	158308
4204	836255	158103
4205	836414	157896
4206	836761	157725
4207	836981	157530
4208	837229	157341
4209	837426	157141
4210	837622	156942
4211	837848	156748
4212	838109	156561
4213	838307	156362
4214	838561	156173
4215	838723	155967
4216	838905	155765
4217	839199	155584
4218	839402	155385
4219	839586	155184
4220	839772	154982
4221	839951	154780
4222	840119	154575
4223	840474	154405
4224	840608	154194
4225	840773	153989
4226	840960	153788
4227	841136	153584
4228	841322	153383
4229	841562	153192
4230	841804	153001
4231	841974	152796
4232	842150	152593
4233	842347	152394
4234	842507	152188
4235	842667	151982
4236	843028	151812
4237	843214	151611
4238	843378	151406
4239	843597	151210
4240	843778	151008
4241	843937	150802
4242	844248	150623
4243	844418	150419
4244	844601	150217
4245	844818	150021
4246	844973	149815
4247	845146	149611
4248	845442	149429
4249	845622	149227
4250	845796	149024
4251	845993	148824
4252	846163	148620
4253	846332	148416
4254	846646	148237
4255	846828	148035
4256	846989	147830
4257	847185	147630
4258	847369	147429
4259	847523	147222
4260	847761	147030
4261	848008	146839
4262	848171	146634
4263	848350	146431
4264	848540	146231
4265	848710	146027
4266	848877	145823
4267	849227	145650
4268	849389	145444
4269	849562	145241
4270	849775	145044
4271	849947	144841
4272	850204	144652
4273	850436	144458
4274	850618	144256
4275	850787	144052
4276	850977	143852
4277	851144	143648
4278	851362	143452
4279	851657	143269
4280	851830	143066
4281	851961	142855
4282	852159	142656
4283	852335	142453
4284	852635	142271
4285	852901	142083
4286	853069	141879
4287	853248	141677
4288	853448	141478
4289	853619	141274
4290	853782	141070
4291	854029	140879
4292	854219	140678
4293	854374	140472
4294	854544	140268
4295	854735	140068
4296	854950	139871
4297	855295	139696
4298	855496	139498
4299	855662	139293
4300	855833	139090
4301	856010	138887
4302	856181	138684
4303	856469	138499
4304	856656	138298
4305	856870	138102
4306	857073	137903
4307	857278	137705
4308	857458	137503
4309	857833	137333
4310	858030	137133
4311	858212	136931
4312	858377	136727
4313	858544	136523
4314	858724	136321
4315	858991	136133
4316	859218	135938
4317	859377	135733
4318	859571	135533
4319	859763	135333
4320	859916	135126
4321	860167	134935
4322	860419	134745
4323	860613	134545
4324	860793	134343
4325	860984	134143
4326	861147	133938
4327	861453	133756
4328	861694	133563
4329	861877	133362
4330	862087	133164
4331	862273	132963
4332	862460	132762
4333	862757	132578
4334	862919	132373
4335	863086	132170
4336	863311	131975
4337	863509	131775
4338	863679	131572
4339	864011	131393
4340	864193	131191
4341	864378	130990
4342	864550	130787
4343	864725	130584
4344	864893	130381
4345	865144	130189
4346	865384	129996
4347	865558	129794
4348	865747	129593
4349	865912	129389
4350	866095	129187
4351	866387	129002
4352	866562	128799
4353	866718	128594
4354	866884	128390
4355	867080	128190
4356	867241	127986
4357	867566	127805
4358	867802	127612
4359	867981	127410
4360	868169	127209
4361	868347	127007
4362	868541	126807
4363	868839	126622
4364	869031	126422
4365	869214	126221
4366	869389	126018
4367	869585	125819
4368	869761	125616
4369	870110	125439
4370	870301	125239
4371	870469	125035
4372	870675	124837
4373	870848	124634
4374	871017	124431
4375	871300	124243
4376	871540	124050
4377	871713	123847
4378	871898	123646
4379	872085	123445
4380	872282	123246
4381	872637	123069
4382	872861	122873
4383	873023	122669
4384	873197	122466
4385	873398	122267
4386	873561	122063
4387	873860	121878
4388	874039	121676
4389	874138	121463
4390	874319	121261
4391	874515	121062
4392	874696	120860
4393	874868	120657
4394	875164	120472
4395	875328	120268
4396	875500	120065
4397	875680	119863
4398	875872	119663
4399	876041	119460
4400	876401	119283
4401	876595	119083
4402	876719	118873
4403	876916	118674
4404	877069	118469
4405	877234	118265
4406	877427	118065
4407	877704	117876
4408	877889	117675
4409	878099	117478
4410	878314	117281
4411	878498	117080
4412	878854	116901
4413	879022	116698
4414	879210	116497
4415	879398	116297
4416	879559	116093
4417	879744	115892
4418	880057	115707
4419	880241	115506
4420	880422	115305
4421	880633	115107
4422	880814	114906
4423	880988	114703
4424	881340	114524
4425	881534	114324
4426	881708	114122
4427	881926	113925
4428	882105	113723
4429	882308	113525
4430	882653	113344
4431	882922	113154
4432	883101	112952
4433	883277	112750
4434	883430	112545
4435	883615	112344
4436	883933	112160
4437	884108	111957
4438	884324	111760
4439	884557	111565
4440	884748	111365
4441	885060	111180
4442	885343	110991
4443	885471	110783
4444	885673	110584
4445	885845	110382
4446	886104	110190
4447	886516	110017
4448	886696	109815
4449	886892	109615
4450	887082	109415
4451	887356	109225
4452	887798	109055
4453	888057	108863
4454	888268	108665
4455	888492	108469
4456	888741	108276
4457	889124	108099
4458	889339	107901
4459	889557	107704
4460	889724	107500
4461	889915	107300
4462	890117	107101
4463	890551	106930
4464	890745	106729
4465	890929	106528
4466	891205	106338
4467	891474	106146
4468	891802	105962
4469	892032	105766
4470	892221	105565
4471	892417	105365
4472	892588	105163
4473	892852	104971
4474	893165	104784
4475	893342	104582
4476	893542	104383
4477	893743	104183
4478	893872	103975
4479	894149	103785
4480	894414	103593
4481	894592	103391
4482	894776	103189
4483	894955	102987
4484	895124	102784
4485	895367	102590
4486	895678	102403
4487	895898	102205
4488	896117	102008
4489	896327	101809
4490	896478	101604
4491	896898	101430
4492	897069	101227
4493	897313	101032
4494	897515	100833
4495	897692	100631
4496	897865	100428
4497	898179	100241
4498	898365	100040
4499	898531	99836
4500	898709	99634
4501	898882	99432
4502	899070	99231
4503	899530	99060
4504	899723	98859
4505	899908	98658
4506	900167	98465
4507	900377	98266
4508	900577	98066
4509	900886	97878
4510	901058	97676
4511	901281	97478
4512	901479	97279
4513	901690	97080
4514	902001	96892
4515	902234	96696
4516	902494	96503
4517	902750	96309
4518	902964	96111
4519	903322	95928
4520	903541	95730
4521	903748	95531
4522	903923	95328
4523	904098	95126
4524	904308	94927
4525	904708	94748
4526	904874	94545
4527	905117	94349
4528	905340	94152
4529	905558	93954
4530	905918	93770
4531	906206	93579
4532	906400	93379
4533	906561	93175
4534	906739	92973
4535	906916	92771
4536	907235	92583
4537	907403	92380
4538	907596	92179
4539	907800	91979
4540	907999	91779
4541	908185	91578
4542	908552	91395
4543	908731	91193
4544	908919	90991
4545	909112	90791
4546	909296	90589
4547	909552	90395
4548	909837	90203
4549	910044	90004
4550	910236	89803
4551	910428	89602
4552	910599	89399
4553	910950	89214
4554	911129	89012
4555	911323	88812
4556	911521	88611
4557	911717	88411
4558	911905	88210
4559	912250	88024
4560	912434	87822
4561	912659	87624
4562	912839	87422
4563	912988	87217
4564	913199	87018
4565	913495	86828
4566	913680	86626
4567	913888	86427
4568	914061	86224
4569	914259	86024
4570	914464	85824
4571	914831	85640
4572	915001	85437
4573	915186	85235
4574	915356	85033
4575	915546	84832
4576	915736	84631
4577	916147	84450
4578	916323	84248
4579	916541	84049
4580	916779	83852
4581	916974	83652
4582	917395	83472
4583	917681	83280
4584	917850	83076
4585	918023	82874
4586	918260	82677
4587	918457	82476
4588	918751	82285
4589	918903	82080
4590	919172	81886
4591	919401	81688
4592	919630	81491
4593	920021	81307
4594	920210	81106
4595	920378	80903
4596	920573	80702
4597	920754	80500
4598	920945	80299
4599	921333	80115
4600	921508	79913
4601	921686	79711
4602	921877	79510
4603	922041	79306
4604	922224	79105
4605	922511	78912
4606	922722	78712
4607	922866	78507
4608	923053	78306
4609	923282	78108
4610	923477	77907
4611	923862	77723
4612	924141	77529
4613	924337	77328
4614	924491	77124
4615	924683	76923
4616	924850	76720
4617	925208	76533
4618	925405	76332
4619	925618	76133
4620	925797	75931
4621	925998	75730
4622	926320	75540
4623	926565	75343
4624	926715	75139
4625	926885	74936
4626	927035	74731
4627	927195	74528
4628	927372	74325
4629	927787	74142
4630	928066	73948
4631	928273	73748
4632	928522	73552
4633	928784	73356
4634	929150	73169
4635	929339	72968
4636	929496	72764
4637	929675	72561
4638	929896	72363
4639	930216	72171
4640	930523	71979
4641	930719	71778
4642	930895	71576
4643	931135	71379
4644	931355	71180
4645	931669	70988
4646	931870	70787
4647	932040	70584
4648	932247	70384
4649	932436	70183
4650	932604	69980
4651	932926	69788
4652	933202	69594
4653	933416	69394
4654	933584	69191
4655	933761	68989
4656	934008	68792
4657	934280	68596
4658	934454	68394
4659	934651	68193
4660	934847	67992
4661	935051	67792
4662	935420	67603
4663	935602	67401
4664	935768	67198
4665	935968	66998
4666	936158	66796
4667	936358	66596
4668	936661	66402
4669	936857	66201
4670	937029	65999
4671	937264	65801
4672	937455	65599
4673	937642	65398
4674	937970	65206
4675	938169	65005
4676	938346	64803
4677	938467	64597
4678	938617	64393
4679	938764	64189
4680	938940	63986
4681	939241	63793
4682	939460	63593
4683	939651	63392
4684	939836	63190
4685	940029	62989
4686	940240	62789
4687	940596	62599
4688	940741	62395
4689	940943	62194
4690	941121	61992
4691	941273	61788
4692	941437	61585
4693	941883	61401
4694	942066	61199
4695	942275	60999
4696	942451	60796
4697	942611	60593
4698	942779	60390
4699	943094	60197
4700	943325	59998
4701	943515	59797
4702	943697	59595
4703	943846	59391
4704	944011	59188
4705	944253	58990
4706	944485	58792
4707	944668	58590
4708	944866	58389
4709	945022	58186
4710	945219	57985
4711	945446	57786
4712	945732	57590
4713	945864	57385
4714	946019	57182
4715	946211	56981
4716	946369	56778
4717	946544	56575
4718	946882	56383
4719	947059	56181
4720	947299	55983
4721	947453	55779
4722	947629	55577
4723	947816	55376
4724	948097	55180
4725	948334	54981
4726	948498	54778
4727	948664	54576
4728	948830	54373
4729	949019	54172
4730	949372	53980
4731	949543	53778
4732	949715	53575
4733	949893	53373
4734	950069	53171
4735	950262	52970
4736	950572	52776
4737	950762	52574
4738	950938	52372
4739	951088	52169
4740	951271	51967
4741	951430	51764
4742	951591	51562
4743	951957	51370
4744	952134	51168
4745	952309	50966
4746	952488	50764
4747	952648	50561
4748	952815	50359
4749	953142	50165
4750	953340	49964
4751	953539	49763
4752	953750	49563
4753	953936	49362
4754	954126	49161
4755	954506	48969
4756	954714	48769
4757	954884	48567
4758	955068	48365
4759	955278	48165
4760	955460	47963
4761	955816	47770
4762	956018	47570
4763	956253	47371
4764	956415	47168
